,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
22693,13.800000000000002,13.800000000000002,0.54,21.574,192.0,10.3523,1009.51
92308,19.822222222222223,19.822222222222223,0.73,10.7709,19.0,10.2557,1015.97
88729,16.644444444444446,16.644444444444446,0.97,17.0499,329.0,7.212800000000001,1015.94
9873,27.744444444444444,28.97777777777777,0.59,9.7083,141.0,9.982,1015.2
77922,1.0666666666666675,1.0666666666666675,0.96,3.2039,329.0,4.6207,1030.25
35594,10.633333333333333,10.633333333333333,0.71,8.372000000000002,124.0,14.9569,1019.28
7599,16.105555555555558,16.105555555555558,0.48,7.502600000000001,196.0,9.982,1010.49
66088,35.09444444444445,36.0611111111111,0.35,4.508,141.0,9.982,1012.39
61884,24.95,24.95,0.39,20.5275,240.0,9.982,1012.58
20472,-2.2222222222222223,-2.2222222222222223,1.0,2.8014,324.0,0.322,1027.75
57878,12.77777777777778,12.77777777777778,0.41,14.49,340.0,9.982,1027.8
74853,12.711111111111112,12.711111111111112,0.72,3.3327,273.0,16.1,1017.2
81067,3.872222222222222,2.577777777777778,0.97,5.618900000000001,37.0,3.5420000000000007,1039.53
19409,1.25,1.25,0.69,4.314800000000001,188.0,9.982,1026.29
87961,7.055555555555557,3.683333333333335,0.68,19.931800000000003,310.0,16.1,1020.71
82627,19.516666666666666,19.516666666666666,0.77,0.0,0.0,16.1,1014.0
7380,20.0,20.0,0.45,11.3022,138.0,16.1,1023.68
1791,2.844444444444443,-0.3777777777777776,0.82,12.2038,30.0,11.0446,1037.36
19270,3.433333333333333,-0.9722222222222222,0.92,20.5919,279.0,9.4024,1017.28
34659,12.77777777777778,12.77777777777778,0.8,3.22,30.0,16.1,1019.4
67507,24.92777777777778,24.92777777777778,0.49,20.2055,169.0,10.3523,1011.89
80785,2.2888888888888874,2.2888888888888874,1.0,3.4776,106.0,1.1592,1031.68
27875,2.7777777777777777,-2.0388888888888896,0.82,22.540000000000003,30.0,9.982,1017.0
14994,27.31111111111111,27.5,0.47,4.9266000000000005,46.0,9.982,1010.69
86682,5.95,4.249999999999999,0.93,8.05,70.0,0.9982,1024.11
43954,10.0,6.283333333333335,0.46,34.7599,320.0,11.2056,0.0
70297,7.755555555555556,5.694444444444445,0.85,11.4793,300.0,16.1,1010.86
7924,12.733333333333334,12.733333333333334,0.96,10.8192,332.0,7.905100000000001,1014.81
47561,31.06666666666667,30.916666666666668,0.39,9.5795,312.0,10.3523,1014.87
80223,32.800000000000004,32.416666666666664,0.34,7.808499999999999,171.0,15.1823,1014.09
75953,6.8277777777777775,4.17777777777778,0.75,13.9265,340.0,16.1,1028.87
21299,31.90555555555556,30.794444444444448,0.31,24.8101,161.0,10.3523,1011.31
23878,18.8,18.8,0.83,1.7388,284.0,14.9569,1014.49
7128,6.388888888888889,6.388888888888889,0.96,4.2826,347.0,3.6064000000000007,1037.42
37542,1.1166666666666656,-2.144444444444444,0.92,10.722600000000002,170.0,1.2397,1007.64
78963,5.838888888888888,3.177777777777777,0.61,12.6385,129.0,16.1,1023.71
37907,-1.1166666666666676,-5.233333333333334,0.93,12.4292,1.0,1.7227,1014.33
83797,25.0,25.0,0.5,12.7351,318.0,9.982,1018.24
93660,15.13888888888889,15.13888888888889,0.92,17.0499,244.0,6.295100000000001,1001.18
59803,13.861111111111112,13.861111111111112,0.78,17.0821,141.0,9.982,1009.66
53423,15.405555555555551,15.405555555555551,0.7,6.1341,42.0,14.9569,1015.53
44917,31.18333333333333,30.133333333333333,0.32,4.4919,196.0,9.982,1019.17
25093,14.905555555555551,14.905555555555551,0.47,7.8729,202.0,11.3988,1025.98
51553,6.983333333333333,4.8055555555555545,0.81,11.27,110.0,14.168000000000005,1021.91
37589,7.577777777777778,5.683333333333332,0.89,10.3845,214.0,11.125100000000002,992.1
67647,18.766666666666666,18.766666666666666,0.48,13.5079,213.0,11.27,1007.91
48657,17.916666666666668,17.916666666666668,0.55,8.355900000000002,338.0,11.2056,1022.61
44782,21.877777777777776,21.877777777777776,0.63,10.835300000000002,61.0,15.826300000000002,1017.6
76832,13.77222222222222,13.77222222222222,0.68,8.227100000000002,62.0,14.731500000000002,1011.42
68378,5.972222222222222,1.4611111111111126,0.93,28.59360000000001,311.0,3.3649,1003.93
45229,27.77777777777778,28.466666666666665,0.53,14.0714,142.0,11.2056,1013.86
37987,6.144444444444446,3.377777777777777,0.94,13.685,320.0,4.1377,992.45
31070,19.81111111111111,19.81111111111111,0.62,8.5491,200.0,11.4471,1009.1
16549,13.883333333333336,13.883333333333336,0.69,20.1733,152.0,9.982,1027.73
90616,0.3500000000000014,0.3500000000000014,0.98,0.2254,255.0,0.1932,1006.87
27860,5.0,1.8444444444444448,0.93,14.49,70.0,3.059,1015.3
57255,32.75,32.78333333333333,0.37,12.6868,139.0,9.982,0.0
18464,15.083333333333334,15.083333333333334,0.69,11.9784,326.0,10.3523,1012.89
54079,2.7500000000000018,0.3333333333333341,0.95,8.629600000000002,288.0,11.0285,1011.88
71536,23.805555555555557,23.805555555555557,0.67,7.3899,60.0,9.982,1010.82
60156,19.97222222222222,19.97222222222222,0.36,13.0249,130.0,9.982,1023.69
45050,16.83888888888889,16.83888888888889,0.78,5.699400000000001,293.0,14.9569,1016.79
75432,12.566666666666666,12.566666666666666,0.6,24.633000000000003,300.0,16.1,1012.54
51092,8.822222222222223,5.922222222222221,0.75,19.8352,150.0,15.826300000000002,1028.14
9457,9.383333333333333,9.383333333333333,0.64,3.5420000000000007,278.0,15.826300000000002,1019.26
14593,5.744444444444446,5.744444444444446,0.81,2.7209,359.0,14.812,1022.34
93649,14.322222222222225,14.322222222222225,0.76,19.126800000000003,224.0,15.1823,999.63
75631,8.922222222222224,8.922222222222224,0.94,1.8193,138.0,4.9910000000000005,1006.18
74146,20.99444444444445,20.99444444444445,0.8,14.312900000000004,0.0,9.982,1007.88
49520,12.088888888888889,12.088888888888889,0.74,0.0,0.0,8.05,1022.2
32110,6.666666666666667,2.6055555555555543,0.79,25.76,320.0,15.134000000000002,1001.8
53643,17.183333333333334,17.183333333333334,0.75,3.1878,182.0,15.826300000000002,1018.81
10483,-5.933333333333334,-5.933333333333334,0.89,4.4919,305.0,3.6547,1037.82
7139,7.222222222222222,7.222222222222222,0.85,0.1771,321.0,3.5903,1037.15
64770,1.0166666666666655,1.0166666666666655,0.99,4.5563,340.0,3.0107000000000004,1018.66
48956,-3.866666666666667,-3.866666666666667,1.0,0.1288,180.0,2.6887,1032.73
17315,19.92777777777778,19.92777777777778,0.69,25.0033,173.0,11.592,1008.43
24102,10.82222222222222,10.82222222222222,0.77,4.5724,27.0,9.982,1018.22
28372,10.555555555555555,10.555555555555555,0.83,17.71,250.0,16.1,997.5
62748,32.71111111111111,31.694444444444443,0.3,9.1287,19.0,16.1,1018.13
60381,11.11111111111111,11.11111111111111,0.77,17.0821,121.0,11.8013,1006.56
33699,7.222222222222222,6.161111111111113,0.96,6.44,180.0,3.059,1011.2
94116,26.105555555555554,26.105555555555554,0.39,17.5973,241.0,16.1,1011.37
15150,8.866666666666667,7.15,0.4,10.8031,139.0,9.982,1016.23
27823,2.411111111111113,-0.7055555555555553,0.92,11.27,340.0,7.0357,1024.55
48380,23.022222222222226,23.022222222222226,0.61,7.1806,329.0,10.3523,1016.43
80811,1.0888888888888897,-2.85,1.0,13.894300000000005,180.0,0.322,1036.06
39552,22.76111111111111,22.76111111111111,0.92,3.3488,182.0,14.9086,1008.74
86361,16.06666666666667,16.06666666666667,0.72,33.6973,140.0,9.982,1014.68
5324,2.872222222222223,2.872222222222223,0.88,3.0912,263.0,10.980200000000002,1019.22
84225,11.083333333333336,11.083333333333336,0.39,10.948,34.0,10.2557,1027.5
89304,-0.8666666666666659,-4.144444444444445,0.96,9.338,190.0,6.681500000000001,1019.94
68323,6.177777777777776,5.4944444444444445,0.93,4.83,69.0,4.7978000000000005,1006.32
33488,3.888888888888889,1.427777777777778,0.76,9.66,160.0,11.27,1004.9
94767,3.694444444444444,1.1944444444444438,0.84,9.66,156.0,8.758400000000002,1018.9
72109,-2.0500000000000007,-8.294444444444444,0.96,23.312800000000003,32.0,1.2880000000000005,1006.55
15392,6.0888888888888895,1.1333333333333329,0.65,34.6311,309.0,10.0464,1009.67
94868,5.227777777777776,3.2222222222222205,0.91,8.790600000000001,171.0,12.2521,1019.74
69879,26.03888888888889,26.03888888888889,0.42,17.227,251.0,15.826300000000002,1009.7
84366,4.977777777777778,1.683333333333334,0.57,15.375500000000002,21.0,16.1,1021.15
67419,16.016666666666666,16.016666666666666,0.9,10.6099,101.0,15.826300000000002,1005.48
5270,6.044444444444446,4.477777777777779,0.65,7.5992,230.0,6.118,1021.01
86380,12.588888888888889,12.588888888888889,0.85,11.237800000000002,148.0,9.7888,1016.75
66442,22.22222222222222,22.22222222222222,0.68,12.525800000000002,9.0,11.2056,1014.55
92765,19.688888888888886,19.688888888888886,0.63,7.502600000000001,150.0,15.552600000000002,1014.43
39318,16.13888888888889,16.13888888888889,0.87,9.2253,20.0,11.2056,1015.92
68867,12.066666666666666,12.066666666666666,0.93,22.137500000000003,301.0,6.8264000000000005,1004.24
36288,20.416666666666668,20.416666666666668,0.77,13.7816,319.0,15.826300000000002,1008.85
8657,28.994444444444444,29.172222222222224,0.46,16.9372,306.0,11.3988,1018.88
47540,27.744444444444444,28.35,0.52,15.4882,332.0,10.4006,1013.71
19876,-3.7944444444444434,-8.672222222222222,0.93,13.218100000000002,335.0,1.7227,1032.15
51879,10.116666666666667,10.116666666666667,0.71,19.8513,36.0,8.1949,1012.44
43330,18.65555555555555,18.65555555555555,0.85,2.7048,249.0,11.0446,1012.78
45551,0.8277777777777788,-2.472222222222222,0.83,10.6743,129.0,15.826300000000002,1017.89
30435,14.444444444444445,14.444444444444445,0.72,6.44,130.0,16.1,1017.6
47507,33.67777777777778,34.37222222222223,0.38,13.6528,134.0,10.3523,1015.74
64158,-0.994444444444444,-5.327777777777778,0.92,13.5401,170.0,7.212800000000001,1015.42
72724,7.205555555555555,6.255555555555555,0.96,6.0536,28.0,2.8819000000000004,1016.94
78680,18.666666666666664,18.666666666666664,0.47,8.8067,24.0,15.552600000000002,1029.32
26664,13.333333333333334,13.333333333333334,0.47,14.49,30.0,0.0,1015.0
79475,17.694444444444443,17.694444444444443,0.34,6.2146,233.0,15.552600000000002,1017.16
83507,22.90555555555556,22.90555555555556,0.42,15.1984,7.0,15.552600000000002,1012.68
1142,22.33333333333333,22.33333333333333,0.65,9.4185,255.0,10.4006,1009.32
83139,16.005555555555556,16.005555555555556,0.92,4.9588,355.0,16.1,1024.55
81778,0.0833333333333325,-4.172222222222223,0.56,14.3773,304.0,10.3523,1018.59
10990,4.111111111111111,4.111111111111111,0.95,2.6565,142.0,2.3828,1002.97
1465,6.627777777777777,6.627777777777777,0.93,4.2665,101.0,4.588500000000001,1034.84
42348,14.033333333333331,14.033333333333331,0.89,19.4649,169.0,10.2718,990.32
10168,23.39444444444445,23.39444444444445,0.61,10.722600000000002,67.0,15.826300000000002,1010.77
24706,10.905555555555557,10.905555555555557,0.78,20.3987,150.0,9.982,1011.06
39530,22.64444444444445,22.64444444444445,0.92,6.391700000000001,191.0,9.982,1009.34
85643,13.722222222222223,13.722222222222223,0.43,15.3594,201.0,15.826300000000002,1014.68
73809,19.86111111111111,19.86111111111111,0.61,9.4668,28.0,16.1,1007.32
15749,2.2222222222222223,-0.0999999999999998,0.85,7.969500000000001,142.0,4.588500000000001,1020.68
15724,2.155555555555557,2.155555555555557,0.8,3.5420000000000007,172.0,7.728,1019.78
55674,0.0,-5.355555555555556,0.58,20.93,310.0,9.982,1018.0
33013,12.77777777777778,12.77777777777778,0.64,11.27,200.0,9.982,1020.8
980,25.455555555555552,25.455555555555552,0.68,0.8855000000000002,328.0,10.3523,1016.14
38267,0.0444444444444434,0.0444444444444434,0.93,4.4919,205.0,2.4794,1018.07
16635,8.93888888888889,6.51111111111111,0.89,15.8746,178.0,7.8729,0.0
87741,8.199999999999998,8.199999999999998,0.93,2.9624,162.0,9.8532,1012.93
32030,12.77777777777778,12.77777777777778,0.69,30.590000000000003,160.0,11.27,1006.6
15644,8.81111111111111,8.81111111111111,0.84,3.4454,257.0,9.7083,1027.72
43640,10.8,10.8,0.93,10.980200000000002,280.0,9.982,1014.69
47402,1.1555555555555546,-4.377777777777776,0.85,24.7779,151.0,15.7297,1021.1
70783,7.805555555555554,4.633333333333336,0.77,19.8996,170.0,15.826300000000002,1017.27
56687,19.522222222222226,19.522222222222226,0.97,3.3166,53.0,9.9015,1013.89
38690,9.555555555555555,5.533333333333334,0.73,37.513000000000005,149.0,15.7297,1003.72
46970,3.205555555555557,3.205555555555557,1.0,2.5921000000000003,168.0,3.880100000000001,1025.41
43536,14.927777777777775,14.927777777777775,0.72,14.023100000000005,130.0,15.826300000000002,1008.31
74678,24.766666666666666,24.766666666666666,0.3,14.699300000000004,32.0,15.552600000000002,1013.73
75662,11.11111111111111,11.11111111111111,0.53,12.4775,291.0,10.2557,1009.29
86995,13.377777777777776,13.377777777777776,0.96,17.388,69.0,8.9677,1019.54
9788,24.21666666666667,24.21666666666667,0.34,7.1645,167.0,10.3523,1014.46
45787,2.811111111111112,1.1777777777777765,0.9,6.1341,209.0,10.3362,1038.39
39264,20.511111111111116,20.511111111111116,0.73,10.9158,121.0,15.826300000000002,1010.53
37550,13.466666666666669,13.466666666666669,0.65,26.082,140.0,9.982,1000.53
44371,14.055555555555554,14.055555555555554,0.82,0.1771,147.0,11.2056,1009.54
30332,29.061111111111117,28.850000000000005,0.42,8.533,192.0,10.3684,1010.75
36481,16.644444444444446,16.644444444444446,1.0,3.3488,348.0,15.649200000000002,1011.96
62272,27.661111111111115,26.761111111111116,0.28,9.5634,0.0,16.1,1020.35
92369,23.97777777777777,23.97777777777777,0.75,7.486500000000001,358.0,10.577700000000002,1017.93
8053,28.86666666666666,29.04444444444444,0.46,2.8175000000000003,33.0,9.982,1015.99
90892,-3.872222222222222,-3.872222222222222,0.85,3.0268,207.0,4.717300000000001,1020.93
17345,22.29444444444444,22.29444444444444,0.42,8.9838,187.0,10.3523,1021.44
34375,15.0,15.0,0.72,3.22,120.0,9.982,1022.4
87666,11.161111111111111,11.161111111111111,0.67,7.921200000000001,352.0,16.1,1020.33
21632,18.666666666666664,18.666666666666664,0.91,9.6278,333.0,7.486500000000001,1007.82
77719,16.266666666666666,16.266666666666666,0.86,11.253900000000002,2.0,9.982,1025.35
77236,2.755555555555556,-0.3166666666666668,0.96,11.382700000000002,31.0,0.3703,1020.52
32261,12.77777777777778,12.77777777777778,0.64,11.27,10.0,9.982,1020.1
74550,27.73333333333333,27.661111111111115,0.43,7.760200000000001,59.0,16.1,1018.51
42077,-1.0611111111111111,-1.0611111111111111,1.0,4.6690000000000005,181.0,1.0626000000000002,1009.46
29095,1.3000000000000018,-1.594444444444445,1.0,9.4185,181.0,1.8032000000000004,1006.19
39520,32.82222222222222,33.41111111111111,0.4,14.457800000000002,220.0,9.982,1010.62
76513,11.955555555555556,11.955555555555556,0.88,12.6385,68.0,15.150100000000002,1008.92
769,16.62777777777778,16.62777777777778,0.92,6.3756,328.0,15.826300000000002,1008.15
84192,5.316666666666666,2.344444444444444,0.71,13.8138,109.0,14.812,1034.19
59160,13.88888888888889,13.88888888888889,0.9,14.49,280.0,16.1,1015.8
32854,10.083333333333334,10.083333333333334,0.74,6.7298,266.0,15.520400000000002,1019.75
16463,6.161111111111113,3.366666666666668,0.89,13.8621,157.0,12.042800000000002,1014.93
69503,12.033333333333331,12.033333333333331,0.96,3.059,218.0,14.828100000000004,1015.65
82828,25.0,25.0,0.78,8.227100000000002,341.0,10.2074,1010.06
30743,17.811111111111114,17.811111111111114,0.91,9.5634,38.0,14.023100000000005,1016.79
62201,32.0,30.272222222222226,0.24,8.5974,347.0,15.552600000000002,1014.66
62037,6.083333333333335,4.41111111111111,0.85,8.0661,301.0,7.212800000000001,1014.35
54576,1.0833333333333348,-4.450000000000001,0.57,24.633000000000003,0.0,15.826300000000002,1029.32
82133,6.0888888888888895,4.127777777777777,0.94,9.2897,159.0,0.322,1015.49
6650,4.516666666666668,2.994444444444445,0.81,6.5849,190.0,14.9569,1015.17
90393,12.711111111111112,12.711111111111112,0.69,33.021100000000004,140.0,15.826300000000002,1011.44
37951,-8.883333333333333,-8.883333333333333,0.92,3.1234,308.0,2.3506,1011.75
52723,17.22222222222222,17.22222222222222,0.37,11.253900000000002,41.0,11.1573,1000.92
144,10.444444444444445,10.444444444444445,0.83,2.6404,63.0,15.8746,1014.75
28090,-6.216666666666667,-13.45,0.75,22.282400000000003,289.0,6.2146,1008.22
12622,26.605555555555554,26.605555555555554,0.39,6.6493,161.0,15.826300000000002,1015.67
90574,-7.899999999999999,-7.899999999999999,0.89,3.22,140.0,14.876400000000002,1031.85
86532,11.161111111111111,11.161111111111111,0.71,17.0821,301.0,9.982,1017.13
75899,12.755555555555556,12.755555555555556,0.64,24.761800000000004,2.0,9.982,1019.29
73547,-2.7777777777777777,-2.7777777777777777,0.85,2.8175000000000003,210.0,3.8962,1010.17
77836,7.73888888888889,5.7055555555555575,0.96,11.3022,30.0,3.6386,1012.28
61819,24.87777777777778,24.87777777777778,0.32,9.2092,243.0,9.982,1021.02
32591,15.0,15.0,0.78,0.0,0.0,16.1,1017.3
74462,32.15555555555555,32.111111111111114,0.38,4.9910000000000005,224.0,10.3523,1013.79
94380,8.305555555555557,6.411111111111111,0.76,11.1895,154.0,10.787,1018.37
21341,15.616666666666667,15.616666666666667,0.86,17.0338,272.0,14.168000000000005,1017.59
71329,19.372222222222224,19.372222222222224,0.76,6.279,181.0,16.1,1009.56
34580,17.9,17.9,0.85,9.8049,100.0,11.4471,1013.85
22868,8.883333333333335,5.894444444444444,0.76,20.865600000000004,330.0,11.2056,1003.31
53079,25.0,25.0,0.3,12.88,170.0,9.982,1018.8
38087,0.0,-2.0222222222222226,0.89,6.0375000000000005,313.0,4.4919,1016.1
27953,-1.1111111111111112,-6.988888888888888,0.75,22.540000000000003,30.0,11.27,1011.2
64010,6.527777777777778,2.555555555555556,0.87,24.3593,139.0,15.8746,1013.69
59575,7.200000000000001,5.772222222222222,0.87,7.824600000000001,130.0,7.776300000000001,1024.99
12943,18.84444444444445,18.84444444444445,0.73,15.504300000000002,329.0,9.982,1011.31
36202,26.13888888888889,26.13888888888889,0.58,13.9587,189.0,9.982,1010.61
44318,21.03888888888889,21.03888888888889,0.3,9.4507,88.0,10.3523,1013.58
50689,1.0666666666666675,1.0666666666666675,0.93,3.22,340.0,1.1592,1024.0
88383,12.711111111111112,12.711111111111112,0.77,17.0821,319.0,9.982,1002.35
72797,-1.183333333333333,-4.455555555555555,0.93,9.1287,140.0,9.6117,1022.87
93241,5.377777777777777,1.7333333333333318,0.9,18.6277,350.0,9.7888,1016.55
7401,13.866666666666667,13.866666666666667,0.65,3.4132,166.0,9.982,1028.3
11100,7.266666666666666,5.761111111111109,0.93,8.227100000000002,3.0,4.9427,999.68
26956,7.777777777777778,6.805555555555555,0.73,6.44,350.0,15.134000000000002,1017.2
68623,9.933333333333334,9.005555555555556,0.84,7.711900000000001,210.0,9.982,1015.75
25945,8.744444444444447,8.744444444444447,0.93,3.3005,347.0,7.695800000000001,1016.62
4427,15.97222222222222,15.97222222222222,0.73,5.2003,1.0,11.4471,1027.23
88631,15.56666666666667,15.56666666666667,0.91,4.7978000000000005,56.0,14.168000000000005,1012.62
67662,11.066666666666668,11.066666666666668,1.0,4.7495,190.0,11.125100000000002,1007.11
35111,7.627777777777775,5.483333333333332,0.74,11.8335,145.0,15.3111,1015.76
89966,7.666666666666665,4.7111111111111095,0.69,17.661700000000003,169.0,9.982,1006.29
15472,2.7999999999999994,0.1833333333333323,0.7,9.4346,249.0,9.982,1014.46
30659,20.083333333333336,20.083333333333336,0.74,14.1841,323.0,11.4471,1010.46
65032,22.866666666666664,22.866666666666664,0.47,14.296800000000005,349.0,9.982,1018.35
62397,24.00555555555555,24.00555555555555,0.65,9.3702,210.0,16.1,1016.4
91960,27.24444444444445,27.08888888888889,0.41,9.4024,172.0,16.1,1014.49
69848,13.244444444444447,13.244444444444447,0.76,7.631400000000001,18.0,14.4095,1015.23
21706,27.17777777777778,27.416666666666664,0.47,10.851400000000002,20.0,9.982,1017.09
8321,19.03333333333333,19.03333333333333,0.78,5.506200000000001,70.0,11.0768,1011.68
41704,11.11111111111111,11.11111111111111,0.93,11.237800000000002,189.0,8.1949,999.99
48720,16.08888888888889,16.08888888888889,0.96,6.6332,282.0,9.982,1011.54
28322,3.333333333333333,3.333333333333333,0.92,3.22,310.0,0.0,1015.9
62306,12.27777777777778,12.27777777777778,0.74,3.0107000000000004,347.0,15.1823,1019.54
46866,10.005555555555553,10.005555555555553,0.92,12.5097,230.0,9.982,1017.89
59271,12.183333333333334,12.183333333333334,0.71,15.246700000000002,130.0,10.3523,1018.5
23289,4.955555555555557,0.6833333333333316,0.58,22.9908,39.0,9.982,1014.72
62673,18.64444444444445,18.64444444444445,0.74,9.2897,39.0,16.1,1019.63
52809,7.349999999999998,3.555555555555555,0.88,24.955,19.0,5.8443000000000005,1007.08
91530,16.15555555555555,16.15555555555555,0.93,12.4775,282.0,9.982,1014.56
60769,19.73888888888889,19.73888888888889,0.46,19.0785,150.0,15.826300000000002,1005.18
41620,11.633333333333333,11.633333333333333,0.92,2.9624,252.0,14.876400000000002,1009.67
88200,4.400000000000001,4.400000000000001,0.7,3.3005,26.0,16.1,1023.61
6341,13.383333333333336,13.383333333333336,0.95,11.0124,250.0,15.826300000000002,1015.32
24814,11.644444444444446,11.644444444444446,0.77,14.007,148.0,14.9086,1021.18
